Genre: Free Form,From: 2023-08-01,Thru: 2024-03-22
Compiled: 2024-03-22 02:15
Show,Date,Track,Dur,Artist,Album,Released,Label,Composer
Beyond the Riff,2023-09-20,"Lions, Tigers and Bears",13:18,SLIFT,UMMON,2020,Vicious Circle,""
Beyond the Riff,2023-09-20,Mirror Messiah,7:07,Black Pyramid,Black Pyramid,2009,MeteorCity,""
Beyond the Riff,2023-09-20,Drop Out,11:01,"White Hills, Gnod",Gnod Drop Out With White Hills II,2011,Rocket Recordings,""
Beyond the Riff,2023-09-20,Troubled Air,11:45,sunn O))),Life Metal,2019,(RED) Southern Lord,""
Beyond the Riff,2023-09-27,Light into Dark,2:54,Windhand,Eternal Return,2018,Relapse Records,""
Beyond the Riff,2023-09-27,Slowshine,6:04,Daevar,Delirious Rites,2023,The Lasting Dose Records,""
Beyond the Riff,2023-09-27,Silvercomb,7:22,Haunted,Haunted,2016,Twin Earth Records,""
Beyond the Riff,2023-09-27,Orbital Grace,3:19,Grin,Translucent Blades,2020,Crazysane Records,""
Beyond the Riff,2023-09-27,From Suns Beyond,5:00,"10,000 Years","10,000 Years",2020,Death Valley Records,""
Beyond the Riff,2023-09-27,All Furies,3:22,Restless Spirit,All Furies,2023,Magnetic Eye Records,""
Beyond the Riff,2023-09-27,The Witchfinder Comes,4:54,Margarita Witch Cult,Margarita Witch Cult,2023,Heavy Psych Sounds,""
Beyond the Riff,2023-09-27,Possession,5:55,REZN,Solace,2023,REZN,""
Beyond the Riff,2023-09-27,Pale Moon,6:12,Asteroid,III,2016,Fuzzorama Records,""
Beyond the Riff,2023-09-27,Ephedra,7:10,My Sleeping Karma,Soma,2013,Napalm Records,""
Beyond the Riff,2023-09-27,Catamaran,3:02,Yawning Man,The Revolt Against Tired Noises,2018,Heavy Psych Sounds,""
Beyond the Riff,2023-09-27,Cosmic Rupture,6:44,Mythic Sunship,Upheaval,2018,El Paraiso,""
Beyond the Riff,2023-09-27,Strong Reflection,5:29,Mars Red Sky,Mars Red Sky,2011,Vicious Circle,""
Beyond the Riff,2023-09-27,Costa Verde,4:20,Rotor,Ihre GrÃ¶ÃŸten Erfolge,2019,Noisolution,""
Beyond the Riff,2023-09-27,Spirals,11:19,Monkey3,Sphere,2019,Napalm Records Handels GmbH,""
Beyond the Riff,2023-09-27,Mantra,8:42,Mother Engine,Muttermaschine,2013,Fuzzmatazz Records,""
Beyond the Riff,2023-09-27,My First Knife Fight,3:05,Swan Valley Heights,My First Knife Fight,2019,Fuzzorama Records,""
Beyond the Riff,2023-09-27,Endless Drifting Wreck,6:43,Farflung,A Wound in Eternity,2008,MeteorCity,""
Beyond the Riff,2023-09-27,Evaporate,5:53,35007,Liquid,2002,Stickman Records,""
Beyond the Riff,2023-09-27,The Ascent,3:55,Mount Hush,Mount Hush,2020,Mount Hush,""
Crimes Against Music,2023-09-29,Mr. Saxobeat,"",Alexandra Stan,Saxobeats,2011,Ultra Records,""
Crimes Against Music,2023-09-29,Desert Rain (feat. Vika Jigalina),"",Edward Maya,Desert Rain (feat. Vika Jigalina),2010,MAYAVIN RECORDS,""
Crimes Against Music,2023-09-29,Rhythm Is A Dancer,"",SNAP!,The Madman's Return,1992,BMG Rights Management,""
Crimes Against Music,2023-09-29,Run Away With Me,"",Carly Rae Jepsen,Emotion,2015,Interscope Records,""
Crimes Against Music,2023-09-29,L'Amour Toujours,"",Gigi D'Agostino,L'Amour Toujours [single],2001,ZYX Music,""
Crimes Against Music,2023-09-29,Bulletproof,"",La Roux,La Roux,2009,Polydor (UK),""
Crimes Against Music,2023-09-29,Music Sounds Better With You - Radio Edit,"","Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",Music Sounds Better With You [single],1998,Because Music,""
Crimes Against Music,2023-09-29,Hello,"","Martin Solveig, Dragonette",Smash,2011,Warner Music Group,""
Crimes Against Music,2023-09-29,Padam Padam,"",Kylie Minogue,Padam Padam [single],2023,BMG Rights Management,""
Crimes Against Music,2023-09-29,Deja Vu (feat. Jay-Z),"",Beyoncé,B'Day,2007,SONY BMG MUSIC ENTERTAINMENT,""
Crimes Against Music,2023-09-29,Believe,"",Cher,Believe,1998,Warner Music UK,""
Crimes Against Music,2023-09-29,Just Dance,"","Lady Gaga, Colby O'Donis",The Fame,2008,Interscope Records,""
Crimes Against Music,2023-09-29,Heaven,"","DJ Sammy, Yanou, Do",Heaven [single],2002,Robbins Entertainment,""
Crimes Against Music,2023-09-29,Stereo Love,"","Edward Maya, Vika Jigulina",Stereo Love [single],2010,Ultra Records,""
Crimes Against Music,2023-09-29,Stay It Right,"",Nelly Furtado,Loose,2006,Geffen Records,""
Crimes Against Music,2023-09-29,Better Off Alone,"",Alice Deejay,Who Needs Guitars Anyway?,2000,Violent Records,""
Crimes Against Music,2023-09-29,Herz an Herz,"",Blümchen,Herzfrequenz,1996,Peer-Southern-Production,""
Crimes Against Music,2023-09-29,Resort Island : Can You Feel The Sunshine?,"","SEGA SOUND TEAM, RIchard Jacques",Sonic R Original Soundtrack,2014,SEGA,""
Crimes Against Music,2023-09-29,Pump Up The Jam - Edit,"","Technotronic, Felly",Best Of,2011,Universal Music Belgium,""
Crimes Against Music,2023-09-29,Everytime We Touch,"",Cascada,Everytime We Touch,2010,Zooland Records,""
Crimes Against Music,2023-09-29,Heads Will Roll - A-Trak Remix Radio Edit,"","Yeah Yeah Yeahs, A-Trak",Heads Will Roll [single],2009,DGC Records,""
Crimes Against Music,2023-09-29,Bad Girls,"",M.I.A.,Matangi,2013,Interscope Records,""
Crimes Against Music,2023-09-29,Cleo - Edit,"",Shygirl,Cleo,2021,Because Music,""
Crimes Against Music,2023-09-29,Arrasando,"",Thalia,Arrasando,2000,EMI Music,""
Crimes Against Music,2023-09-29,Mine,"",Slayyyter,Slayyyter,2019,Slayyyter Records,""
Crimes Against Music,2023-09-29,Calabria 2008,"","Enur, Natasja",Raggatronic,2008,Sequence Records,""
Crimes Against Music,2023-09-29,Criminal,"","Christian Eberhard, Otilia, Caitlyn",Criminal [single],2021,Roton Music,""
Crimes Against Music,2023-09-29,Read My Lips,"",Jessie Ware,What's Your Pleasure?,2020,Virgin EMI Records,""
Goodness Gracious,2023-09-29,Instant Crush (feat. Julian Casablancas),5:37,"Daft Punk, Julian Casablancas",Random Access Memories,2013,Columbia,""
Goodness Gracious,2023-09-29,2 Kool 2 Be 4-Gotten,"",Lucinda Williams,Car Wheels On A Gravel Road,2006,"",""
Goodness Gracious,2023-09-29,Dangerous,4:38,Blondshell,Blondshell,2023,PTKF,""
Goodness Gracious,2023-09-29,Just My Imagination,3:41,The Cranberries,Bury The Hatchet,1999,Island Records,""
Goodness Gracious,2023-09-29,Glow,2:45,Alice Phoebe Lou,Glow,2021,Alice Phoebe Lou,""
Goodness Gracious,2023-09-29,To Zion (feat. Carlos Santana),6:09,"Ms. Lauryn Hill, Carlos Santana",The Miseducation of Lauryn Hill,1998,Ruffhouse/Columbia,""
Goodness Gracious,2023-09-29,Morning Song,3:54,The Avett Brothers,Magpie And The Dandelion (Deluxe),2013,"RRE, LLC / Republic",""
Goodness Gracious,2023-09-29,Dog Eat Dog,2:49,Tommy Lefroy,Dog Eat Dog,2022,Lab Records,""
Goodness Gracious,2023-09-29,Asking For,3:32,Oh Pep!,I Wasn't Only Thinking About You...,2018,ATO Records,""
Goodness Gracious,2023-09-29,Modern Girl,3:01,Sleater-Kinney,The Woods,2005,Sub Pop Records,""
Goodness Gracious,2023-09-29,Charm You - Blondshell Version,2:58,"Blondshell, Samia",Charm You (Blondshell Version),2023,Grand Jury Music,""
Goodness Gracious,2023-09-29,To Where,2:36,Grass Widow,Grass Widow,2009,Make A Mess,""
Goodness Gracious,2023-09-29,Tears,3:16,NilÃ¼fer Yanya,Miss Universe,2019,ATO Records,""
Goodness Gracious,2023-09-29,Do U Wanna,2:42,Porches,Ricky Music,2020,Domino Recording Co,""
"Dear ____,",2023-09-30,Tile By Tile,2:58,Alvvays,Blue Rev,2022,Polyvinyl Records,""
"Dear ____,",2023-09-30,Body,3:20,Briston Maroney,Body,2023,Canvasback,""
"Dear ____,",2023-09-30,Ultraviolet,3:25,Aidan Bissett,Ultraviolet,2023,10K Projects/Capitol Records,""
"Dear ____,",2023-09-30,Change,2:57,Djo,Figure You Out,2022,Djo,""
"Dear ____,",2023-09-30,Overdrive,2:27,Post Malone,Overdrive,2023,Mercury Records/Republic Records,""
"Dear ____,",2023-09-30,The Earth is a Very Small Dot,3:56,Matt Maltese,The Earth is a Very Small Dot,2023,Nettwerk Music Group,""
"Dear ____,",2023-09-30,Who We Are,4:05,Hozier,Unreal Unearth,2023,Columbia,""
"Dear ____,",2023-09-30,skin in the game,3:52,Slowdive,everything is alive,2023,Dead Oceans,""
"Dear ____,",2023-09-30,With Or Without You,4:56,U2,U218 Singles,2006,Universal-Island Records Ltd.,""
"Dear ____,",2023-09-30,Southern Star,2:19,Gregory Alan Isakov,Evening Machines,2018,Suitcase Town Music under exclus,""
"Dear ____,",2023-09-30,Call Your Mom (with Lizzy McAlpine),4:38,"Noah Kahan, Lizzy McAlpine",Call Your Mom (with Lizzy McAlpine),2023,Mercury Records/Republic Records,""
"Dear ____,",2023-09-30,I Guess This is Life,3:31,Jordana,I Guess This is Life,2020,Grand Jury Music,""
"Dear ____,",2023-09-30,Alive!,3:52,Bakar,I'm Done,2023,Black Butter,""
"Dear ____,",2023-09-30,Instant Crush - Unpeeled,5:09,Cage The Elephant,Unpeeled,2017,RCA Records Label,""
"Dear ____,",2023-09-30,Duvet,3:23,bÃ´a,Twilight,2001,Boa Recordings,""
"Dear ____,",2023-09-30,Blue Copper,3:11,Quarters of Change,Blue Copper,2022,Elektra (NEK),""
"Dear ____,",2023-09-30,How You Get The Girl,4:07,Taylor Swift,1989 (Deluxe Edition),2014,"Big Machine Records, LLC",""
"Dear ____,",2023-09-30,Pasture Child,2:53,Dominic Fike,Sunburn,2023,Columbia,""
"Dear ____,",2023-09-30,Off My Mind,3:33,Joe P,Off My Mind,2021,Neon Gold Records,""
"Dear ____,",2023-09-30,Space Cowboy,4:06,flipturn,Shadowglow,2022,Dualtone Music Group,""
"Dear ____,",2023-09-30,Midnight Surf,4:31,The Velveteins,Slow Wave,2017,Handwritten Records,""
"Dear ____,",2023-09-30,suburban wonderland,4:26,BETWEEN FRIENDS,suburban wonderland,2017,Artbeatz,""
"Dear ____,",2023-09-30,De Selby (Part 2),3:47,Hozier,Unreal Unearth,2023,Columbia,""
"Dear ____,",2023-09-30,"Your Needs, My Needs",3:27,Noah Kahan,Stick Season (We'll All Be Here Forever),2023,Mercury Records/Republic Records,""
"Dear ____,",2023-09-30,My Love Mine All Mine,2:17,Mitski,The Land Is Inhospitable and So Are We,2023,Dead Oceans,""
"Dear ____,",2023-09-30,Aubrey Plaza,3:40,Nick Ward,Aubrey Plaza,2020,Hunnydew Recordings,""
"Dear ____,",2023-09-30,Hide & Seek,3:41,Etta Marcus,Hide & Seek,2021,Etta Marcus,""
"Dear ____,",2023-09-30,Being so Normal,3:40,Peach Pit,Being So Normal,2018,Columbia,""
"Dear ____,",2023-09-30,News From The War,4:44,Dreams We've Had,Everything And You,2019,Dreams We've Had,""
Bear Trap!,2023-10-03,Bananas and Blow,3:34,Ween,White Pepper,2000,Elektra Records,""
Bear Trap!,2023-10-03,Someday,4:02,Sugar Ray,14:59,1998,RT Industries,""
Bear Trap!,2023-10-03,Heaven on the Beach with You,2:02,Robert Lester Folsom,Ode to a Rainy Day: Archives 1972-1975,2014,Anthology Recordings,""
Bear Trap!,2023-10-03,Mucho Mungo / Mt. Elga,3:48,Harry Nilsson,Pussy Cats,1974,RCA/Legacy,""
Bear Trap!,2023-10-03,Ooh La La,3:34,Faces,Ooh La La,1973,Rhino,""
Bear Trap!,2023-10-03,Sails Across the Sea,5:52,Boz Metzdorf,Sails Across the Sea,2019,Anthology Recordings,""
Bear Trap!,2023-10-03,Who Loves the Sun - 2015 Remaster,2:46,The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,1970,Rhino Atlantic,""
Bear Trap!,2023-10-03,Sister Golden Hair,3:19,America,Hearts,1975,Rhino,""
Bear Trap!,2023-10-03,Don't Go Near The Water - Remastered 2009,2:41,The Beach Boys,Surf's Up,1971,Capitol Records,""
Bear Trap!,2023-10-03,Surfin' Safari - Mono/Remastered 2001,2:06,The Beach Boys,Surfin' Safari (Remastered),1962,Capitol Records,""
Bear Trap!,2023-10-03,One Particular Harbour,5:44,Jimmy Buffett,One Particular Harbor,1983,Geffen*,""
Bear Trap!,2023-10-03,Genius of Love (Live) - 2023 Remaster,4:30,Talking Heads,Stop Making Sense (Deluxe Edition) [Live],2023,Rhino/Warner Records,""
Bear Trap!,2023-10-03,Venice Bitch,9:37,Lana Del Rey,Norman Fucking Rockwell!,2019,Polydor Records,""
Bear Trap!,2023-10-03,Mission,3:05,Alex G,God Save The Animals,2022,Domino Recording Co,""
Bear Trap!,2023-10-03,Luna - 2011 Remaster,3:22,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),1993,Virgin Records,""
Bear Trap!,2023-10-03,Margaret (feat. Bleachers),5:39,"Lana Del Rey, Bleachers",Did you know that there's a tunnel under Ocean Blvd,2023,Polydor Records,""
Bear Trap!,2023-10-03,American Teenager,4:18,Ethel Cain,Preacherâ€™s Daughter,2022,Daughters of Cain Records,""
Bear Trap!,2023-10-03,Goodbye Mr. Blue,5:00,Father John Misty,ChloÃ« and the Next 20th Century,2022,Sub Pop Records,""
Bear Trap!,2023-10-03,Right Down the Line,4:27,Gerry Rafferty,City to City,1978,Parlophone UK,""
Bear Trap!,2023-10-03,Passionfruit,4:58,Drake,More Life,2017,Cash Money Records/Young Money E,""
Bear Trap!,2023-10-03,Air Supply - 2021 Remaster,4:41,Sweet Trip,You Will Never Know Why (2021 Remaster),2009,Darla,""
Bear Trap!,2023-10-03,Supreme Nothing,2:11,Tiger Trap,Tiger Trap,1993,K Records,""
Bear Trap!,2023-10-03,Super Stars,3:05,Yves Tumor,Heaven To A Tortured Mind,2020,Warp Records,""
Bear Trap!,2023-10-03,Sloop John B,3:00,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix),1966,Capitol Records,""
Bear Trap!,2023-10-03,Waving My Dick in the Wind,2:11,Ween,The Mollusk,1997,Elektra Records,""
Bear Trap!,2023-10-03,I'm Aquarius,4:01,Metronomy,Love Letters,2014,Because Music Ltd.,""
Bear Trap!,2023-10-03,In France they kiss on main street,3:48,Fabiana Martone,In France they kiss on main street,2021,"Inner Circle Music, Inc.",""
Buffalo Jump: Songs from the Ranch,2023-10-03,Bananas and Blow,3:34,Ween,White Pepper,2000,Elektra Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Someday,4:02,Sugar Ray,14:59,1998,RT Industries,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Heaven on the Beach with You,2:02,Robert Lester Folsom,Ode to a Rainy Day: Archives 1972-1975,2014,Anthology Recordings,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Mucho Mungo / Mt. Elga,3:48,Harry Nilsson,Pussy Cats,1974,RCA/Legacy,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Ooh La La,3:34,Faces,Ooh La La,1973,Rhino,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Sails Across the Sea,5:52,Boz Metzdorf,Sails Across the Sea,2019,Anthology Recordings,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Who Loves the Sun - 2015 Remaster,2:46,The Velvet Underground,Loaded: Re-Loaded 45th Anniversary Edition,1970,Rhino Atlantic,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Sister Golden Hair,3:19,America,Hearts,1975,Rhino,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Don't Go Near The Water - Remastered 2009,2:41,The Beach Boys,Surf's Up,1971,Capitol Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Surfin' Safari - Mono/Remastered 2001,2:06,The Beach Boys,Surfin' Safari (Remastered),1962,Capitol Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,One Particular Harbour,5:44,Jimmy Buffett,One Particular Harbor,1983,Geffen*,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Genius of Love (Live) - 2023 Remaster,4:30,Talking Heads,Stop Making Sense (Deluxe Edition) [Live],2023,Rhino/Warner Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Venice Bitch,9:37,Lana Del Rey,Norman Fucking Rockwell!,2019,Polydor Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Mission,3:05,Alex G,God Save The Animals,2022,Domino Recording Co,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Luna - 2011 Remaster,3:22,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),1993,Virgin Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Margaret (feat. Bleachers),5:39,"Lana Del Rey, Bleachers",Did you know that there's a tunnel under Ocean Blvd,2023,Polydor Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,American Teenager,4:18,Ethel Cain,Preacherâ€™s Daughter,2022,Daughters of Cain Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Goodbye Mr. Blue,5:00,Father John Misty,ChloÃ« and the Next 20th Century,2022,Sub Pop Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Right Down the Line,4:27,Gerry Rafferty,City to City,1978,Parlophone UK,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Passionfruit,4:58,Drake,More Life,2017,Cash Money Records/Young Money E,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Air Supply - 2021 Remaster,4:41,Sweet Trip,You Will Never Know Why (2021 Remaster),2009,Darla,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Supreme Nothing,2:11,Tiger Trap,Tiger Trap,1993,K Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Super Stars,3:05,Yves Tumor,Heaven To A Tortured Mind,2020,Warp Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Sloop John B,3:00,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix),1966,Capitol Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,Waving My Dick in the Wind,2:11,Ween,The Mollusk,1997,Elektra Records,""
Buffalo Jump: Songs from the Ranch,2023-10-03,I'm Aquarius,4:01,Metronomy,Love Letters,2014,Because Music Ltd.,""
Buffalo Jump: Songs from the Ranch,2023-10-03,In France they kiss on main street,3:48,Fabiana Martone,In France they kiss on main street,2021,"Inner Circle Music, Inc.",""
Bofted Couch,2023-10-04,Nicotine,2:13,"Pretty Boy Aaron, Bruhnice, Sabz",Nicotine,2020,Stay Pretty,""
Bofted Couch,2023-10-04,Minetta Creek,1:58,Blood Orange,Negro Swan,2018,Domino Recording Co,""
Bofted Couch,2023-10-04,I Love You More Than You Know (feat. Childish Gambino),4:23,"bLAck pARty, Childish Gambino",I Love You More Than You Know (feat. Childish Gambino),2022,Wolf+Rothstein/RCA Records,""
Bofted Couch,2023-10-04,Love Song,3:31,311,Greatest Hits '93 - '03,2004,Volcano,""
Bofted Couch,2023-10-04,Confirmation,3:13,Wild Nothing,Gemini,2010,Captured Tracks,""
Bofted Couch,2023-10-04,Sleep In,4:20,Telekinesis,Ad Infinitum,2015,Merge Records,""
Bofted Couch,2023-10-04,Summer Spent,2:15,RICEWINE,Summer Spent / Tried Living,2022,RICEWINE,""
Bofted Couch,2023-10-04,Alemania,3:55,Twin Shadow,Alemania,2021,Cheree Cheree,""
Bofted Couch,2023-10-04,So Much Trouble In The World,4:00,Bob Marley & The Wailers,Survival,1979,Island Records,""
Bofted Couch,2023-10-04,Tailwhip,3:45,Men I Trust,Tailwhip,2017,Men i Trust,""
Bofted Couch,2023-10-04,Peg,3:57,Steely Dan,Aja,1977,Geffen,""
Bofted Couch,2023-10-04,Have a Cigar,5:07,Pink Floyd,Wish You Were Here,1975,Pink Floyd Records,""
Bofted Couch,2023-10-04,Slow Ready,5:06,Goose,Dripfield,2022,No Coincidence Records,""
Bofted Couch,2023-10-04,Sweet FA,3:35,Peach Pit,Sweet FA,2018,Columbia,""
Bofted Couch,2023-10-04,It Came to Me,3:35,The Domestics,PDX Pop Now! 2015 Compilation,2015,Various Artists,""
Bofted Couch,2023-10-04,Letters,3:51,Wake Owl,The Private World of Paradise,2013,Vagrant Records,""
Bofted Couch,2023-10-04,New Slang,3:51,The Shins,"Oh, Inverted World",2001,Sub Pop Records,""
Bofted Couch,2023-10-04,When U Love Somebody,4:31,Fruit Bats,Mouthfuls,2003,Sub Pop Records,""
Bofted Couch,2023-10-04,The Smoke,3:39,The Smile,A Light for Attracting Attention,2022,XL Recordings,""
Bofted Couch,2023-10-04,Wintersong,4:16,Blake Mills,Blake Mills,2010,Record Collection,""
Bofted Couch,2023-10-04,Masterpiece,3:50,Big Thief,Masterpiece,2016,Saddle Creek,""
Bofted Couch,2023-10-04,Vibin' Out,5:11,"FKJ, ((( O )))",French Kiwi Juice,2017,Roche Musique,""
Bofted Couch,2023-10-04,Venice Bitch,9:37,Lana Del Rey,Norman Fucking Rockwell!,2019,Polydor Records,""
Bofted Couch,2023-10-04,2am,4:59,Slightly Stoopid,Chronchitis,2007,Stoopid Records,""
Let's Play Jai Alai,2023-10-04,Date With The Night,2:35,Yeah Yeah Yeahs,Fever To Tell (Deluxe Remastered),2003,Yeah Yeah Yeahs - Fever to Tell ,""
Let's Play Jai Alai,2023-10-04,Tell Her Tonight,2:17,Franz Ferdinand,Franz Ferdinand,2004,Domino Recording Co,""
Let's Play Jai Alai,2023-10-04,This Modern Love,4:25,Bloc Party,Silent Alarm,2005,Vice Records/Atlantic,""
Let's Play Jai Alai,2023-10-04,It's Not Over Yet,3:35,Klaxons,Myths Of The Near Future,2007,Polydor Records,""
Let's Play Jai Alai,2023-10-04,Moving Pictures,3:09,The Cribs,"Men's Needs, Women's Needs, Whatever",2007,Warner Records,""
Let's Play Jai Alai,2023-10-04,Doginabag,3:20,The Fratellis,Costello Music,2007,Interscope,""
Let's Play Jai Alai,2023-10-04,The Angry Mob,4:46,Kaiser Chiefs,"Yours Truly, Angry Mob (Deluxe)",2007,Polydor Records,""
Let's Play Jai Alai,2023-10-04,Graffiti,3:05,Maximo Park,A Certain Trigger,2005,Warp Records,""
Let's Play Jai Alai,2023-10-04,D Is for Dangerous,2:14,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),2007,Domino/Warner Records,""
Let's Play Jai Alai,2023-10-04,Come Back Home,3:23,Two Door Cinema Club,Tourist History,2010,Glassnote Entertainment Group LL,""
Let's Play Jai Alai,2023-10-04,Black And White Town,4:15,Doves,The Places Between : The Best Of Doves,2010,Virgin Records,""
Let's Play Jai Alai,2023-10-04,Balloons,2:59,Foals,Antidotes,2008,Warner Records,""
Let's Play Jai Alai,2023-10-04,A Letter to Dominique,3:04,Louis XIV,The Best Little Secrets Are Kept,2005,Atlantic Records,""
Let's Dance,2023-10-04,Seabird,3:06,Alessi Brothers,The Best Of The Alessi Brothers,1998,A&M,""
Let's Dance,2023-10-04,Venus as a Boy,4:42,BjÃ¶rk,Debut,1993,143/Atlantic Entertainment,""
Let's Dance,2023-10-04,Outside of Space and Time,4:18,"David Byrne, St. Vincent",Love This Giant,2012,4AD,""
Let's Dance,2023-10-04,"Crying, Laughing, Loving, Lying",3:03,Labi Siffre,"Crying, Laughing, Loving, Lying",1972,Edsel,""
Let's Dance,2023-10-04,Now That I'm a River,4:03,Charles Watson,Now That I'm a River,2018,Moshi Moshi Records,""
Let's Dance,2023-10-04,The Partisan,3:25,Leonard Cohen,Songs From A Room,1969,Columbia Nashville,""
Let's Dance,2023-10-04,San Franciscan Nights,3:23,"GÃ¡bor SzabÃ³, The California Dreamers","Wind, Sky And Diamonds",1967,Verve Reissues,""
Let's Dance,2023-10-04,Ozan Koukle - Remastered,5:48,Lafayette Afro Rock Band,Afro Funk Explosion,2022,Strut,""
Let's Dance,2023-10-04,"Mood 1 ""L.O.V.E. Love""",2:34,Sunbear,Sunbear,1977,UNIDISC MUSIC INC.,""
